objectid,parentid,title,creator,date,description,subject,location,source,identifier,type,language,rights,display_template,object_location
food_011,,"Interview with Dalia Carmel, Part 1",Dalia Carmel; Judith Weinraub,2010-09-24,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref12/
food_012,food_011,"Interview with Dalia Carmel, Part 1, recording",Dalia Carmel; Judith Weinraub,2010-09-24,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref14.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/8kprr5h0
food_013,food_011,"Interview with Dalia Carmel, Part 1, transcript a",Dalia Carmel; Judith Weinraub,2010-09-24,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Carmel_Dalia_2009_09_24_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Carmel_Dalia-interview_1/Carmel_Dalia-2009_09_24-a-interview.precision.en.txt
food_014,food_011,"Interview with Dalia Carmel, Part 1, transcript b",Dalia Carmel; Judith Weinraub,2010-09-24,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Carmel_Dalia_2009_09_24_transcript_b_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Carmel_Dalia-interview_1/Carmel_Dalia-2009_09_24-b-interview.precision.en.txt
food_015,food_011,"Interview with Dalia Carmel, Part 1, transcript c",Dalia Carmel; Judith Weinraub,2010-09-24,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Carmel_Dalia_2009_09_24_transcript_c_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Carmel_Dalia-interview_1/Carmel_Dalia-2009_09_24-c-interview.precision.en.txt
food_016,food_011,"Interview with Dalia Carmel, Part 1, transcript d",Dalia Carmel; Judith Weinraub,2010-09-24,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing","Upper East Side, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Carmel_Dalia_2009_09_24_transcript_d_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Carmel_Dalia-interview_1/Carmel_Dalia-2009_09_24-d-interview.precision.en.txt
food_017,,"Interview with Dalia Carmel, Part 2",Dalia Carmel; Judith Weinraub,2010-10-01,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing",,"Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref12/
food_018,food_017,"Interview with Dalia Carmel, Part 2, recording",Dalia Carmel; Judith Weinraub,2010-10-01,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing",,"Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref15.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/4xgxd2qq
food_019,food_017,"Interview with Dalia Carmel, Part 2, transcript a",Dalia Carmel; Judith Weinraub,2010-10-01,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing",,"Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Carmel_Dalia_2009_10_01_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Carmel_Dalia-interview_2/Carmel_Dalia-2009_10_01-a-interview.precision.en.txt
food_020,food_017,"Interview with Dalia Carmel, Part 2, transcript b",Dalia Carmel; Judith Weinraub,2010-10-01,"""Food scholar Dalia Carmel has been called """"the angel of American food writers"""" because she made her 11,000-volume personal library of cookbooks available to all who asked. Assembled over 40 years, the library covers nearly every geographical area, ethnicity, and ingredient.
Born in Israel, Carmel came to the United States in 1960. She had been inadvertently caught up in Operation Suzannah, a 1954 plot to undermine international support for Egypt as a reliable administrator of the Suez Canal. When the operation failed, it morphed into a political quagmire known as the Lavon Affair. Because Carmel, then a young soldier working in the Finance Ministry, had, under orders, altered a document related to the affair, she unhappily became a public figure.
Carmel discusses the Lavon Affair; her eventual decision to leave Israel, first for London and eventually—she thought temporarily—for the United States; the gradual development of her cookbook collection, and her decision to donate the volumes to the Fales Library.""","Avigur, Shaoul; ""Ben-Gurion, David, 1886-1973""; ""Brown, Bianca""; ""Carmel, Dalia""; ""De Silva, Cara""; ""Eshkol, Levi, 1895-1969""; ""Gibli, Binyamin""; ""Goldstein, Herbert""; ""Kirshenblatt-Gimblett, Barbara""; ""Lavon, Pinchas""; ""Nestle, Marion""; ""Pachter, Mina""; ""Peer, Edith""; ""Stern, Annie""; ""Taube, Judith""; ""Taylor, Marvin J.""; ""El al, netive aṿir le-Yiśrael (El Al Israel Airlines)""; ""Yad ṿa-shem, rashut ha-zikaron la-Shoah ṿela-gevurah""; Fales Library; Book collecting; Cookbooks; ""Cooking, American -- History -- 20th century""; ""Cooking, Jewish -- History -- 20th century""; Concentration camp inmates' writings; Dinners and dining; Entertaining; Gastronomy; International cooking; Israel -- Politics and government -- 1948-1967; Publishers and publishing",,"Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Carmel_Dalia_2009_10_01_transcript_b_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Carmel_Dalia-interview_2/Carmel_Dalia-2009_10_01-b-interview.precision.en.txt
food_021,,"Interview with Marion Nestle, Part 1",Marion Nestle; Judith Weinraub,2010-05-19,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",,,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,compound_object,https://findingaids.library.nyu.edu/fales/mss_309/contents/aspace_ref56/
food_022,food_021,"Interview with Marion Nestle, Part 1, recording",Marion Nestle; Judith Weinraub,2010-05-19,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",MSS_309.ref76.1,Sound,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://hdl.handle.net/2333.1/f7m0cgkp
food_023,food_021,"Interview with Marion Nestle, Part 1, transcript",Marion Nestle; Judith Weinraub,2010-05-19,"Marion Nestle is the premiere food studies professional in the United States. She unequivocally transformed the field when, in 1988, she took over the Department of Home Economics and Nutrition at New York University, and soon turned it into a ground-breaking academic program in nutrition, food studies, and public health
Her path traces a childhood without much parental encouragement, academic successes and multiple degrees, a pre-second wave feminism early career filled with the common restrictions and frustrations women then faced, and an adulthood at the highest rank of academic and personal achievement.
A much sought-after speaker with particular interests in food politics, food marketing, and nutrition, she has written five books, and balances a schedule that includes teaching; research and writing; speaking; and an active highly-read blog (www.foodpolitics.com).
This interview covers her early life and education; her two marriages; the challenges of balancing motherhood and a career; the responsibilities and challenges she faced writing the 1988 Surgeon General's Report on Nutrition and Health; her books; her years at New York University; and the development of the University's Food Studies Department.","Authorship; Sex roles; Nutrition; Feminism; Food security; Junk food; Health; Food adulteration and inspection; Food industry and trade; Farm produce -- Marketing -- Government policy; Urban agriculture; Women in higher education; Public Health; Children -- Nutrition; Editing; Diet; Pet food industry; Agriculture and state; Agricultural processing industries; United States. Department of Health and Human Services; United States. Department of Agriculture; ""University of California, Berkeley""; ""University of California School of Medicine, San Francisco""; ""Newsweek, inc.""; New York University; Monsanto Agricultural Company; Fales Library; Dames d'Escoffier of New York; Brandeis University; American Dietetic Association; ""Nestle, Marion""; ""McGinnis, J. Michael""; ""Pollan, Michael""; ""Petrick, Gabriella M.""; ""Taylor, Marvin J.""; ""Ray, Krishnedu""; ""Wolf, Clark""; ""Bentley, Amy, 1962-""; ""Berg, Jennifer""; ""Brody, Jane E.""; ""Lee, Philip R. (Philip Randolph), 1924-""; ""Koop, C. Everett (Charles Everett), 1916-2013""; ""Gussow, Joan Dye""; ""Burros, Marian Fox"";","New York University, New York","Voices from the Food Revolution: People Who Changed The Way Americans Eat, New York University",Nestle_Marion_2009_05_19_transcript_a_en,Text,eng,Copyright (or related rights to publicity and privacy) for materials in this collection was not transferred to New York University. Permissions to quote or paraphrase from the interviews or transcripts must be obtained from the interviewee or his/her literary estate. Please contact fales.library@nyu.edu. or call 212 998 2596.,record,https://sites.dlib.nyu.edu/media/api/v0/service/fileserver/av/fales/beard/Nestle_Marion-interview_1/Nestle_Marion-2009_05_19-interview.precision.en.txt
